Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,IsNewCustomer,LowSatisfaction,HighCashback,RecentlyActive,MaritalStatus_Married,MaritalStatus_Single,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others
12,32,5,4,5,0,2,245.61,0,0,0,1,1,True,False,False,False,False,False
5,6,3,1,2,0,7,204.22,0,1,1,1,0,True,False,False,False,False,False
5,14,3,2,6,0,8,194.29,0,1,1,1,0,False,False,False,True,False,False
25,8,4,1,8,0,2,132.12,0,0,1,0,1,False,True,False,False,True,False
4,14,4,3,3,0,1,137.74,0,1,0,0,1,True,False,False,False,True,False
5,9,4,5,9,0,4,178.32,0,1,0,1,0,False,True,False,True,False,False
0,16,3,3,2,1,1,110.09,1,1,0,0,1,False,True,False,False,True,False
19,9,5,1,11,0,9,292.92,0,0,1,1,0,True,False,True,False,False,False
27,9,3,2,4,0,9,277.79,0,0,1,1,0,False,False,True,False,False,False
14,15,3,3,3,0,11,294.19,0,0,0,1,0,True,False,False,False,False,True
3,7,2,3,10,1,3,187.94,0,1,0,1,1,False,True,False,True,False,False
13,9,5,2,10,0,5,177.04,0,0,1,1,0,False,False,False,True,False,False
18,13,1,3,5,0,2,164.34,0,0,0,0,1,True,False,False,True,False,False
29,27,4,2,5,1,9,179.15,0,0,1,1,0,False,False,False,True,False,False
1,7,5,1,1,0,5,166.74,0,1,1,1,0,True,False,False,True,False,False
10,14,4,1,4,0,2,171.78,0,0,1,1,1,False,True,False,False,True,False
1,12,5,2,3,1,9,253.08,0,1,1,1,0,True,False,False,False,False,False
13,6,4,4,2,0,11,235.03,0,0,0,1,0,True,False,True,False,False,False
7,32,4,3,3,0,2,170.39,0,0,0,1,1,True,False,False,True,False,False
3,30,4,1,11,0,3,147.01,0,1,1,0,1,False,True,False,False,True,False
9,6,4,3,1,0,2,143.74,0,0,0,0,1,True,False,False,True,False,False
25,28,4,1,2,1,1,179.41,0,0,1,1,1,False,True,False,True,False,False
13,28,5,1,5,1,5,186.2,0,0,1,1,0,True,False,False,True,False,False
6,20,3,4,2,0,6,127.56,0,0,0,0,0,False,False,False,False,True,False
8,8,4,5,7,0,4,154.96,0,0,0,0,0,True,False,False,False,True,False
22,7,2,2,4,0,2,293.85,0,0,1,1,1,False,True,True,False,False,False
11,16,4,1,3,1,3,148.26,0,0,1,0,1,True,False,False,False,True,False
3,8,2,3,10,1,3,187.94,0,1,0,1,1,False,True,False,True,False,False
19,35,4,1,6,0,4,146.32,0,0,1,0,0,True,False,False,False,True,False
15,14,3,3,5,0,0,139.68,0,0,0,0,1,False,True,False,False,True,False
23,25,4,1,3,1,8,193.04,0,0,1,1,0,True,False,False,True,False,False
8,9,4,2,3,0,5,187.74,0,0,1,1,0,False,True,False,True,False,False
12,9,2,5,8,1,13,184.8,0,0,0,1,0,False,True,False,True,False,False
2,16,4,1,3,0,5,145.7,0,1,1,0,0,True,False,False,False,True,False
1,29,5,4,3,0,1,153.63,1,1,0,0,1,True,False,False,False,True,False
7,7,2,5,4,0,4,178.76,0,0,0,1,0,True,False,False,True,False,False
2,15,4,2,1,0,2,139.83,0,1,1,0,1,False,True,False,False,True,False
3,22,5,3,2,1,9,166.93,0,1,0,1,0,False,True,False,True,False,False
15,15,4,1,9,0,1,296.13,0,0,1,1,1,False,True,False,False,False,True
24,7,5,3,4,0,3,161.9,0,0,0,0,1,True,False,False,False,True,False
12,9,5,3,5,1,3,202.56,0,0,0,1,1,True,False,False,False,False,False
8,10,5,1,5,1,2,206.03,0,0,1,1,1,True,False,False,True,False,False
11,16,5,4,3,0,4,166.89,0,0,0,1,0,True,False,False,True,False,False
7,7,5,2,2,0,5,194.49,0,0,1,1,0,False,True,False,True,False,False
7,30,3,3,4,1,0,131.61,1,0,0,0,1,True,False,False,False,True,False
10,16,1,1,2,1,8,237.44,0,0,1,1,0,True,False,False,False,False,False
0,16,5,1,8,0,3,134.08,1,1,1,0,1,True,False,False,False,True,False
4,8,4,5,4,0,0,164.1,0,1,0,0,1,True,False,False,True,False,False
1,31,6,2,3,1,1,148.4,1,1,1,0,1,False,True,False,False,True,False
1,16,4,5,3,0,1,142.9,1,1,0,0,1,True,False,False,False,True,False
0,15,5,4,2,0,2,127.6,1,1,0,0,1,False,True,False,False,True,False
25,25,3,2,1,0,2,142.58,0,0,1,0,1,False,False,False,False,True,False
29,11,4,3,2,1,3,165.35,0,0,0,1,1,True,False,False,True,False,False
10,25,3,3,4,0,2,157.68,0,0,0,0,1,True,False,False,True,False,False
16,9,4,3,7,0,15,313.8,0,0,0,1,0,True,False,False,False,False,True
1,7,5,4,3,1,3,146.74,1,1,0,0,1,False,True,False,False,True,False
13,8,4,3,3,0,2,128.09,0,0,0,0,1,False,True,False,False,True,False
1,10,4,3,11,0,1,170.77,1,1,0,1,1,False,True,False,True,False,False
0,19,4,5,6,1,2,161.34,1,1,0,0,1,True,False,False,True,False,False
3,28,4,3,3,1,0,163.8,1,1,0,0,1,False,False,False,True,False,False
3,16,5,1,2,0,3,164.83,0,1,1,0,1,False,True,False,False,True,False
1,24,4,4,3,0,1,147.1,1,1,0,0,1,True,False,False,False,True,False
3,22,6,2,2,1,4,146.68,0,1,1,0,0,False,False,False,False,True,False
0,16,3,5,2,1,10,270.68,0,1,0,1,0,True,False,True,False,False,False
14,28,3,1,4,1,3,154.67,0,0,1,0,1,True,False,False,True,False,False
19,17,4,1,5,0,3,151.54,0,0,1,0,1,True,False,False,False,True,False
8,17,3,3,8,1,2,126.6,0,0,0,0,1,True,False,False,False,True,False
20,11,3,3,5,0,1,283.0,0,0,0,1,1,True,False,False,False,False,True
0,20,3,1,1,1,7,175.53,1,1,1,1,0,False,True,False,False,False,False
23,13,4,3,6,1,8,287.4,0,0,0,1,0,True,False,False,False,False,True
12,7,4,3,6,1,1,203.61,0,0,0,1,1,False,True,False,False,False,False
0,12,3,3,1,0,2,127.73,0,1,0,0,1,False,False,False,False,True,False
9,16,5,4,11,0,1,190.4,0,0,0,1,1,False,True,False,True,False,False
29,29,3,4,5,1,9,234.02,0,0,0,1,0,True,False,True,False,False,False
27,5,3,3,8,0,0,137.8,0,0,0,0,1,False,True,False,True,False,False
0,22,1,5,2,0,14,127.43,1,1,0,0,0,False,True,False,False,True,False
1,24,5,4,3,0,1,146.27,0,1,0,0,1,True,False,False,False,True,False
8,30,4,3,2,0,8,170.68,0,0,0,1,0,False,True,False,True,False,False
8,15,4,3,2,1,15,206.85,0,0,0,1,0,False,False,False,False,False,False
18,26,3,1,1,1,10,234.96,0,0,1,1,0,True,False,True,False,False,False
0,6,3,4,2,0,4,163.97,0,1,0,0,0,True,False,False,True,False,False
23,25,5,3,3,1,10,320.02,0,0,0,1,0,True,False,False,False,False,True
6,7,5,4,8,0,3,148.32,0,0,0,0,1,False,False,False,False,True,False
13,25,3,2,9,1,7,127.41,0,0,1,0,0,False,False,False,True,False,False
23,15,4,4,6,0,8,199.03,0,0,0,1,0,True,False,False,False,False,False
27,20,3,5,3,0,4,169.5,0,0,0,1,0,True,False,False,True,False,False
19,14,2,3,6,0,3,189.34,0,0,0,1,1,True,False,False,True,False,False
1,16,5,5,2,1,3,148.21,1,1,0,0,1,False,True,False,False,True,False
23,8,4,3,6,0,1,278.79,0,0,0,1,1,False,True,True,False,False,False
0,8,3,1,7,1,2,137.22,1,1,1,0,1,False,False,False,False,True,False
2,17,4,3,5,0,8,161.6,0,1,0,0,0,False,True,False,True,False,False
7,8,3,3,3,0,2,140.33,0,0,0,0,1,False,True,False,True,False,False
4,19,4,3,2,0,5,190.77,0,1,0,1,0,False,True,False,True,False,False
15,8,3,2,2,0,2,140.89,0,0,1,0,1,False,False,False,True,False,False
17,9,3,1,5,1,1,295.13,0,0,1,1,1,True,False,False,False,False,True
9,16,3,5,8,1,7,183.21,0,0,0,1,0,True,False,False,False,False,False
2,27,1,5,2,0,8,199.8,0,1,0,1,0,True,False,False,False,False,False
1,16,4,3,3,0,3,152.42,1,1,0,0,1,True,False,False,False,True,False
29,33,5,1,3,0,14,320.86,0,0,1,1,0,True,False,False,False,False,True
19,9,4,4,2,0,8,173.05,0,0,0,1,0,False,False,False,True,False,False
12,9,4,5,5,0,8,193.93,0,0,0,1,0,True,False,False,True,False,False
1,26,5,5,3,0,8,165.66,0,1,0,1,0,True,False,False,False,True,False
13,15,4,2,10,0,2,148.76,0,0,1,0,1,False,False,False,True,False,False
1,35,3,5,8,1,0,166.73,1,1,0,1,1,False,False,False,True,False,False
12,14,3,3,2,0,7,137.55,0,0,0,0,0,False,False,False,False,True,False
27,8,3,3,10,0,3,235.49,0,0,0,1,1,True,False,False,False,False,False
9,15,3,1,5,0,3,200.96,1,0,1,1,1,True,False,False,False,False,False
0,14,3,1,2,0,4,134.45,0,1,1,0,0,False,True,False,False,True,False
23,7,4,5,4,0,3,160.8,0,0,0,0,1,False,False,False,False,True,False
0,6,4,5,2,0,3,139.55,0,1,0,0,1,False,False,False,False,True,False
7,8,3,2,2,0,11,166.87,0,0,1,1,0,False,True,False,True,False,False
9,11,4,5,10,1,0,134.19,0,0,0,0,1,True,False,False,False,True,False
8,22,4,1,3,0,6,204.78,1,0,1,1,0,True,False,False,False,False,False
6,15,2,3,7,0,4,176.75,0,0,0,1,0,True,False,False,True,False,False
7,15,3,2,1,0,6,185.0,0,0,1,1,0,True,False,False,False,False,False
9,12,3,1,1,0,11,132.1,0,0,1,0,0,True,False,False,False,True,False
1,10,4,3,2,1,3,166.71,1,1,0,1,1,False,False,False,True,False,False
3,11,4,3,2,0,2,161.18,0,1,0,0,1,True,False,False,True,False,False
12,18,3,4,5,0,0,152.95,0,0,0,0,1,True,False,False,True,False,False
1,11,5,2,3,1,4,169.87,0,1,1,1,0,False,True,False,True,False,False
23,14,5,3,10,0,1,234.65,0,0,0,1,1,False,True,False,False,False,False
9,25,4,3,3,1,3,181.89,0,0,0,1,1,True,False,False,True,False,False
1,17,5,5,3,0,1,139.16,1,1,0,0,1,False,True,False,False,True,False
15,35,5,2,5,0,0,142.72,0,0,1,0,1,False,True,False,True,False,False
8,6,3,3,2,0,8,187.89,0,0,0,1,0,False,True,False,False,False,False
10,23,5,5,6,0,3,181.47,0,0,0,1,1,True,False,False,True,False,False
10,27,3,2,6,0,0,129.73,0,0,1,0,1,False,False,False,False,True,False
3,10,4,3,6,1,1,177.38,1,1,0,1,1,False,False,False,True,False,False
30,6,4,3,8,0,3,154.73,0,0,0,0,1,False,True,False,True,False,False
8,22,4,5,9,0,10,295.07,0,0,0,1,0,True,False,True,False,False,False
1,9,2,5,9,0,2,159.24,0,1,0,0,1,False,True,False,False,True,False
1,10,4,1,3,0,1,142.06,0,1,1,0,1,True,False,False,False,True,False
19,11,4,4,3,0,9,169.47,0,0,0,1,0,True,False,False,True,False,False
21,8,2,4,4,0,2,181.2,0,0,0,1,1,False,False,False,True,False,False
17,34,1,2,4,1,11,233.2,0,0,1,1,0,False,False,True,False,False,False
2,7,4,5,3,0,3,160.91,0,1,0,0,1,True,False,False,False,True,False
2,8,3,4,1,0,2,131.8,0,1,0,0,1,False,False,False,False,True,False
3,6,3,4,1,1,7,135.79,0,1,0,0,0,False,False,False,False,True,False
9,17,4,2,3,0,3,164.17,0,0,1,0,1,True,False,False,False,True,False
30,16,3,3,1,0,8,238.72000000000003,0,0,0,1,0,False,True,True,False,False,False
1,7,5,3,3,1,1,154.33,0,1,0,0,1,True,False,False,False,True,False
19,6,3,2,10,0,2,296.27,0,0,1,1,1,True,False,False,False,False,True
2,9,4,4,6,0,5,173.55,1,1,0,1,0,True,False,False,True,False,False
14,29,3,3,4,1,2,170.82,0,0,0,1,1,False,True,False,False,False,False
1,8,4,4,3,1,3,148.02,1,1,0,0,1,False,True,False,False,True,False
1,7,4,2,4,1,1,147.93,1,1,1,0,1,False,False,False,False,True,False
2,9,5,4,2,0,5,157.01,0,1,0,0,0,True,False,False,False,True,False
3,12,4,1,1,0,7,146.27,0,1,1,0,0,True,False,False,True,False,False
12,16,4,1,4,0,4,172.71,0,0,1,1,0,True,False,False,False,True,False
11,26,4,4,6,0,1,155.22,0,0,0,0,1,True,False,False,False,True,False
30,6,5,3,3,1,2,156.6,0,0,0,0,1,True,False,False,True,False,False
6,15,2,3,7,0,4,176.75,0,0,0,1,0,False,False,False,True,False,False
1,9,4,4,3,0,3,147.26,0,1,0,0,1,True,False,False,False,True,False
14,11,1,4,4,0,2,168.7,0,0,0,1,1,False,True,False,True,False,False
2,36,6,4,3,0,8,190.49,0,1,0,1,0,True,False,False,True,False,False
4,10,3,4,2,0,7,193.55,1,1,0,1,0,False,True,False,True,False,False
3,9,4,1,9,0,6,246.69,1,1,1,1,0,True,False,True,False,False,False
11,23,4,3,1,0,9,188.23,0,0,0,1,0,True,False,False,False,False,False
11,7,3,1,8,0,9,147.35,0,0,1,0,0,True,False,False,True,False,False
10,16,2,2,4,0,0,146.8,0,0,1,0,1,False,True,False,False,True,False
11,6,3,4,1,0,8,144.4,0,0,0,0,0,True,False,False,True,False,False
1,34,4,1,3,1,8,183.13,1,1,1,1,0,False,True,False,True,False,False
14,33,4,5,3,0,6,208.96,0,0,0,1,0,False,False,False,True,False,False
26,10,5,3,4,1,5,204.69,0,0,0,1,0,False,False,False,False,False,False
28,16,4,3,5,0,4,153.97,0,0,0,0,0,True,False,False,True,False,False
1,20,4,4,7,0,1,182.65,1,1,0,1,1,False,True,False,True,False,False
1,7,5,4,3,1,3,145.7,0,1,0,0,1,False,True,False,False,True,False
5,13,3,2,5,0,3,192.04,0,1,1,1,1,False,False,False,True,False,False
1,31,5,4,2,1,11,170.99,1,1,0,1,0,False,True,False,True,False,False
18,10,3,4,2,0,8,144.47,0,0,0,0,0,False,False,False,True,False,False
1,11,4,1,11,1,1,147.85,1,1,1,0,1,False,True,False,False,True,False
1,31,4,4,10,0,3,160.97,0,1,0,0,1,False,True,False,False,True,False
9,28,4,2,3,1,8,165.14,0,0,1,0,0,False,False,False,True,False,False
18,8,4,1,6,1,3,156.95,0,0,1,0,1,True,False,False,False,True,False
11,6,1,1,1,0,8,176.25,0,0,1,1,0,False,True,False,True,False,False
27,15,3,3,4,0,3,128.97,0,0,0,0,1,True,False,False,True,False,False
4,7,6,3,5,0,3,163.33,0,1,0,0,1,False,False,False,False,True,False
1,18,4,5,2,0,5,145.99,0,1,0,0,0,True,False,False,False,True,False
12,10,4,2,10,1,1,193.61,0,0,1,1,1,False,True,False,True,False,False
17,34,4,5,10,0,2,233.2,0,0,0,1,1,True,False,False,False,False,False
5,9,5,5,5,0,1,189.1,0,1,0,1,1,True,False,False,True,False,False
1,12,4,1,2,1,3,148.79,0,1,1,0,1,False,True,False,False,True,False
24,36,5,3,2,0,8,295.46,0,0,0,1,0,False,False,True,False,False,False
20,8,3,1,2,1,0,267.52,0,0,1,1,1,True,False,True,False,False,False
2,6,1,3,9,1,2,162.94,0,1,0,0,1,False,True,False,True,False,False
4,26,3,4,2,1,2,131.4,1,1,0,0,1,False,True,False,False,True,False
21,9,5,1,3,1,3,157.94,0,0,1,0,1,False,True,False,False,True,False
5,7,3,5,5,0,2,140.87,0,1,0,0,1,True,False,False,True,False,False
12,7,4,1,9,0,10,172.35,0,0,1,1,0,True,False,False,True,False,False
30,31,3,5,8,0,9,176.37,0,0,0,1,0,False,True,False,False,False,False
14,9,2,4,3,0,8,167.44,0,0,0,1,0,False,False,False,True,False,False
9,7,4,3,11,0,10,172.17,0,0,0,1,0,False,False,False,True,False,False
5,9,4,3,3,0,4,159.77,0,1,0,0,0,True,False,False,False,True,False
30,24,3,1,7,0,4,205.12,0,0,1,1,0,False,True,False,False,False,False
9,14,4,3,3,0,1,149.04,0,0,0,0,1,False,False,False,False,True,False
3,8,4,5,1,0,7,149.68,0,1,0,0,0,False,True,False,False,True,False
30,15,4,4,5,1,0,133.46,0,0,0,0,1,True,False,False,False,True,False
14,34,4,4,1,0,10,235.7,0,0,0,1,0,True,False,True,False,False,False
26,32,5,1,5,0,1,263.26,0,0,1,1,1,True,False,True,False,False,False
18,11,4,4,11,0,4,184.33,0,0,0,1,0,False,True,False,True,False,False
0,17,3,5,2,1,3,147.41,0,1,0,0,1,True,False,False,True,False,False
10,6,4,5,3,0,2,139.2,0,0,0,0,1,False,False,False,False,True,False
9,7,2,3,5,0,3,150.06,0,0,0,0,1,False,True,False,False,True,False
15,30,3,5,2,1,8,174.06,0,0,0,1,0,True,False,False,False,False,False
27,6,3,3,8,0,4,205.02,0,0,0,1,0,True,False,False,False,False,False
9,14,3,3,2,0,8,200.96,0,0,0,1,0,True,False,False,False,False,False
6,15,2,1,3,0,9,187.09,0,0,1,1,0,True,False,False,True,False,False
12,6,3,3,2,1,6,291.97,0,0,0,1,0,True,False,False,False,False,True
27,15,4,2,7,0,3,243.36,0,0,1,1,1,False,False,True,False,False,False
13,14,3,3,4,1,3,167.96,1,0,0,1,1,True,False,False,True,False,False
7,17,4,4,5,0,8,144.9,0,0,0,0,0,False,False,False,True,False,False
1,9,4,3,8,1,3,164.77,0,1,0,0,1,True,False,False,False,True,False
23,6,3,3,1,0,13,163.47,0,0,0,0,0,False,False,False,True,False,False
28,6,4,3,9,0,1,162.8,0,0,0,0,1,False,True,False,True,False,False
19,8,3,5,9,0,9,270.48,0,0,0,1,0,True,False,True,False,False,False
3,33,3,1,8,0,7,153.04,0,1,1,0,0,True,False,False,True,False,False
31,9,4,4,6,0,15,287.91,0,0,0,1,0,True,False,True,False,False,False
3,15,3,3,8,1,7,146.95,0,1,0,0,0,False,True,False,True,False,False
3,8,5,1,5,0,8,286.24,0,1,1,1,0,True,False,True,False,False,False
11,6,3,3,5,1,0,178.61,0,0,0,1,1,False,True,False,False,False,False
23,8,3,5,3,0,2,278.56,0,0,0,1,1,False,False,True,False,False,False
3,26,3,5,1,0,2,199.57,0,1,0,1,1,True,False,False,True,False,False
21,9,4,1,7,0,5,175.7,0,0,1,1,0,True,False,False,True,False,False
3,14,4,2,3,1,1,191.23,0,1,1,1,1,True,False,False,True,False,False
1,9,6,1,5,0,1,175.71,0,1,1,1,1,False,True,False,True,False,False
5,32,3,2,1,0,2,144.65,0,1,1,0,1,False,False,False,True,False,False
14,14,5,1,3,0,3,206.5,1,0,1,1,1,False,True,False,False,False,False
11,8,3,3,7,1,1,130.57,0,0,0,0,1,True,False,False,False,True,False
14,8,4,5,4,0,17,293.23,0,0,0,1,0,True,False,True,False,False,False
7,13,4,1,5,0,8,202.25,0,0,1,1,0,True,False,False,True,False,False
10,10,4,4,3,0,8,161.92,0,0,0,0,0,True,False,False,False,True,False
0,22,3,4,10,0,2,128.11,0,1,0,0,1,False,False,False,False,True,False
8,8,5,5,2,0,10,178.43,0,0,0,1,0,False,True,False,True,False,False
1,23,6,5,3,1,1,148.07,1,1,0,0,1,True,False,False,False,True,False
22,14,3,4,5,0,7,174.03,0,0,0,1,0,True,False,False,False,False,False
1,16,4,5,6,0,8,178.46,1,1,0,1,0,True,False,False,True,False,False
20,7,2,5,3,0,13,300.67,0,0,0,1,0,False,True,True,False,False,False
18,8,3,4,1,0,7,148.05,0,0,0,0,0,True,False,False,True,False,False
30,30,1,1,4,1,4,194.39,0,0,1,1,0,True,False,False,False,False,False
6,10,4,1,5,0,8,236.59,0,0,1,1,0,False,True,False,False,False,False
13,14,3,3,4,1,3,167.96,1,0,0,1,1,False,False,False,True,False,False
10,6,3,2,3,1,2,236.03,0,0,1,1,1,True,False,False,False,False,False
18,7,3,4,2,0,7,174.41,0,0,0,1,0,True,False,False,False,False,False
28,20,2,4,9,0,15,287.22,0,0,0,1,0,False,True,False,False,False,True
18,17,4,1,4,1,4,189.65,0,0,1,1,0,True,False,False,True,False,False
4,10,4,2,6,0,5,145.97,0,1,1,0,0,False,False,False,False,True,False
24,9,4,5,4,0,3,303.56,0,0,0,1,1,False,False,True,False,False,False
1,16,4,5,5,1,4,207.24,1,1,0,1,0,False,True,False,True,False,False
15,10,3,1,2,0,15,292.32,0,0,1,1,0,True,False,False,False,False,True
10,17,4,3,5,0,8,195.94,0,0,0,1,0,False,False,False,False,False,False
17,22,5,1,5,0,3,193.04,0,0,1,1,1,True,False,False,True,False,False
10,10,4,4,3,0,8,161.92,0,0,0,0,0,False,False,False,False,True,False
13,28,5,2,5,1,5,186.2,0,0,1,1,0,False,False,False,True,False,False
20,10,3,3,4,0,0,129.76,0,0,0,0,1,False,True,False,True,False,False
9,30,6,3,2,0,4,152.05,0,0,0,0,0,True,False,False,False,True,False
4,9,3,3,10,0,2,236.75,0,1,0,1,1,True,False,False,False,False,False
22,9,4,2,4,0,8,165.51,0,0,1,1,0,False,False,False,True,False,False
23,27,4,5,3,0,12,190.67,0,0,0,1,0,True,False,False,True,False,False
5,13,4,3,2,0,8,154.84,0,1,0,0,0,False,False,False,True,False,False
1,11,5,2,2,0,5,156.62,0,1,1,0,0,False,False,False,False,True,False
2,17,4,4,3,0,1,135.52,0,1,0,0,1,False,False,False,False,True,False
0,17,1,3,1,0,3,140.11,0,1,0,0,1,True,False,False,True,False,False
1,12,2,5,3,0,6,165.0,0,1,0,0,0,True,False,False,True,False,False
17,9,4,1,3,0,8,181.75,0,0,1,1,0,True,False,False,True,False,False
0,8,3,2,1,0,2,142.27,0,1,1,0,1,False,False,False,True,False,False
13,8,4,3,7,0,0,134.48,0,0,0,0,1,False,False,False,True,False,False
2,34,6,5,2,0,1,25.0,0,1,0,0,1,True,False,False,True,False,False
2,7,4,1,3,0,4,145.44,0,1,1,0,0,True,False,False,False,True,False
25,17,3,3,9,0,4,131.49,0,0,0,0,0,True,False,False,True,False,False
18,13,3,3,5,1,2,144.77,0,0,0,0,1,True,False,False,False,True,False
6,16,4,2,3,1,6,188.22,0,0,1,1,0,False,False,False,True,False,False
7,27,1,1,2,0,7,153.37,0,0,1,0,0,False,True,False,True,False,False
1,9,4,5,3,0,1,148.41,0,1,0,0,1,True,False,False,False,True,False
6,36,5,4,3,0,2,153.37,0,0,0,0,1,False,True,False,False,True,False
11,34,2,3,6,1,4,188.97,1,0,0,1,0,False,True,False,True,False,False
19,13,3,3,7,0,7,208.45,0,0,0,1,0,True,False,False,False,False,False
12,28,3,5,2,1,8,208.8,0,0,0,1,0,False,True,False,False,False,False
11,13,4,2,6,0,2,190.02,0,0,1,1,1,False,False,False,True,False,False
14,7,4,5,4,0,17,293.23,0,0,0,1,0,True,False,True,False,False,False
16,10,2,1,4,1,4,177.31,0,0,1,1,0,True,False,False,True,False,False
0,30,3,4,9,0,2,135.97,0,1,0,0,1,False,True,False,False,True,False
21,9,4,3,5,0,7,296.69,0,0,0,1,0,True,False,True,False,False,False
5,19,4,2,10,1,3,164.29,0,1,1,0,1,False,False,False,False,True,False
14,15,5,4,4,0,9,262.57,0,0,0,1,0,True,False,False,False,False,False
15,35,3,3,3,0,2,145.56,0,0,0,0,1,True,False,False,True,False,False
25,33,4,3,4,0,18,288.07,0,0,0,1,0,False,False,True,False,False,False
20,11,5,4,4,0,9,312.89,0,0,0,1,0,True,False,False,False,False,True
6,13,3,5,1,0,3,143.73,0,0,0,0,1,True,False,False,True,False,False
30,7,3,5,4,1,5,297.01,0,0,0,1,0,True,False,False,False,False,True
8,35,5,3,3,0,8,192.12,0,0,0,1,0,True,False,False,True,False,False
6,13,3,5,1,0,3,143.73,0,0,0,0,1,False,False,False,True,False,False
11,16,6,3,9,0,11,254.36,1,0,0,1,0,True,False,True,False,False,False
8,29,3,5,4,1,2,140.14,0,0,0,0,1,True,False,False,False,True,False
2,8,4,5,3,0,3,160.91,0,1,0,0,1,True,False,False,False,True,False
8,13,4,3,3,0,11,173.09,0,0,0,1,0,False,True,False,True,False,False
7,21,3,1,2,0,5,179.78,1,0,1,1,0,True,False,False,False,False,False
22,24,3,1,2,1,7,168.04,0,0,1,1,0,True,False,False,True,False,False
0,15,1,3,2,0,4,144.01,0,1,0,0,0,True,False,False,False,True,False
1,23,6,5,3,1,8,164.19,1,1,0,0,0,False,True,False,False,True,False
28,6,1,2,3,0,0,247.32,0,0,1,1,1,True,False,True,False,False,False
7,15,5,2,2,0,3,148.42,0,0,1,0,1,False,True,False,False,True,False
0,10,4,1,2,1,4,158.28,1,1,1,0,0,False,True,False,True,False,False
1,7,4,2,3,1,9,151.86,1,1,1,0,0,False,True,False,False,True,False
1,22,5,5,2,0,4,172.74,0,1,0,1,0,True,False,False,False,True,False
7,14,4,3,2,0,8,241.91000000000005,0,0,0,1,0,False,False,False,False,False,False
12,17,4,2,3,1,4,181.66,0,0,1,1,0,False,True,False,True,False,False
11,35,3,2,4,0,7,162.61,0,0,1,0,0,False,False,False,True,False,False
16,31,4,5,3,1,9,199.06,0,0,0,1,0,True,False,False,False,False,False
6,22,4,1,7,0,3,191.67,0,0,1,1,1,True,False,False,True,False,False
28,8,4,5,9,0,0,290.38,0,0,0,1,1,True,False,False,False,False,True
9,7,5,5,3,1,7,202.52,0,0,0,1,0,True,False,False,False,False,False
18,7,4,5,7,1,4,179.54,0,0,0,1,0,True,False,False,True,False,False
0,15,3,5,2,0,2,127.28,0,1,0,0,1,False,True,False,False,True,False
18,31,4,1,1,0,8,159.06,0,0,1,0,0,True,False,False,True,False,False
2,25,3,1,5,0,2,142.62,0,1,1,0,1,True,False,False,True,False,False
8,8,3,1,3,0,7,157.62,0,0,1,0,0,True,False,False,True,False,False
27,7,5,3,6,1,3,254.65,0,0,0,1,1,True,False,True,False,False,False
24,7,4,2,11,0,4,298.99,0,0,1,1,0,True,False,True,False,False,False
6,31,4,1,3,0,8,178.09,0,0,1,1,0,True,False,False,True,False,False
27,13,4,2,4,0,3,149.5,0,0,1,0,1,False,True,False,True,False,False
1,33,4,1,3,0,3,154.04,0,1,1,0,1,True,False,False,False,True,False
5,7,6,3,2,0,5,168.45,0,1,0,1,0,True,False,False,True,False,False
15,29,4,1,5,1,4,179.67,0,0,1,1,0,True,False,False,True,False,False
1,7,6,3,3,0,1,138.59,1,1,0,0,1,False,True,False,False,True,False
8,27,2,3,2,0,1,150.85,0,0,0,0,1,False,False,False,False,True,False
7,27,2,2,2,0,7,153.37,0,0,1,0,0,False,True,False,True,False,False
14,7,4,3,9,0,2,192.28,1,0,0,1,1,True,False,False,True,False,False
1,26,5,4,3,1,1,149.13,1,1,0,0,1,True,False,False,False,True,False
15,8,1,5,8,0,3,162.72,0,0,0,0,1,False,False,False,True,False,False
11,32,4,3,5,1,8,169.49,0,0,0,1,0,True,False,False,True,False,False
9,6,3,4,1,0,5,152.28,0,0,0,0,0,True,False,False,True,False,False
23,15,5,4,8,0,4,256.2,0,0,0,1,0,False,False,True,False,False,False
0,8,4,4,8,1,2,199.07,1,1,0,1,1,False,True,False,True,False,False
1,13,4,5,6,1,3,145.73,1,1,0,0,1,True,False,False,False,True,False
12,9,5,1,5,0,6,177.49,0,0,1,1,0,True,False,False,True,False,False
1,11,4,3,3,1,4,166.62,0,1,0,1,0,False,False,False,True,False,False
7,6,4,5,10,0,6,204.82,1,0,0,1,0,False,False,False,False,False,False
0,34,3,4,2,0,4,162.72,0,1,0,0,0,False,False,False,True,False,False
2,33,3,3,5,0,1,143.35,0,1,0,0,1,False,False,False,True,False,False
7,15,3,3,2,0,3,157.14,0,0,0,0,1,False,False,False,True,False,False
5,19,4,1,2,1,6,183.55,0,1,1,1,0,True,False,False,True,False,False
9,16,5,3,3,1,16,231.85,0,0,0,1,0,True,False,False,False,False,False
9,10,5,3,3,0,1,137.81,0,0,0,0,1,False,False,False,False,True,False
19,8,5,4,4,1,7,268.72,0,0,0,1,0,True,False,True,False,False,False
28,8,5,3,5,0,11,291.87,0,0,0,1,0,False,False,False,False,False,True
